1.872617148	6.443858626
1.937113443	6.555764798
1.895493593	6.746937593
2.0039196	6.368828924
2.059234969	6.161199732
2.098485295	6.223390947
2.125318757	6.025731818
2.195716599	5.587218626
2.222849146	5.780763034
2.239635624	5.646920455
2.277695844	5.724819374
2.349648443	5.33301973
2.385978496	5.399408898
2.40375523	5.310852826
2.402596358	5.234917608
2.448022528	5.166551859
2.429207193	5.075622124
2.446988538	5.028619503
2.434702527	5.258443451
2.457821275	4.996840814
2.435987353	5.484717772
2.573099085	4.97259935
2.590338528	5.105076208
2.614390464	4.795979862
2.602012551	4.984038751
2.625180367	5.178240789
2.616608454	5.008901431
2.684941282	4.755471919
2.727286118	5.152673683
2.733859423	4.499750963
2.741789758	5.01444397
2.747788192	5.040388874
2.856581472	4.688842632
2.872487827	4.498604445
2.869871107	4.654505196
2.919129847	4.318568549
2.883873915	4.121248913
2.887442231	4.404507222
2.900822349	4.834718283
2.999745017	4.635129542
3.005526555	4.11033978
3.035458852	4.530762982
3.058242723	4.055498222
3.056436009	3.725163836
3.1011328	4.336930642
3.142369476	3.346929357
3.176122271	3.701244694
3.114801084	4.143709395
3.168762147	3.302420429
3.190305099	3.779138401
3.299896871	3.275889951
3.241937106	3.455382455
3.330213463	3.23176922
3.329217831	3.073526948
3.357295747	2.562681146
3.368489912	2.777417881
3.420955871	2.845177723
3.405786768	2.700619757
3.383000557	3.144178445
3.451261291	2.593056101
3.439606221	2.654236826
3.494219961	2.283646447
3.482915135	2.430905996
3.533352887	3.023178908
3.532311455	2.274246428
3.51501635	2.36241398
3.545914798	3.000336875
3.507776894	2.35355563
3.515570183	2.494947722
3.55212176	2.732481639
3.519649948	2.279631511
3.601489879	1.911127686
3.629776447	2.408868918
3.675167222	2.162397241
3.633536185	1.801486218
3.661120785	2.449106626
3.725556534	1.955124371
3.681000008	1.588077408
3.695479065	1.507706277
3.822229276	1.554502759
3.690056503	2.29260005
3.807359102	0.953516626
3.818870827	1.624467036
3.852960531	1.407710597
3.828441271	0.928858872
3.858953461	1.655987679
3.836825664	0.889035432
3.759639309	1.806160841
3.823400016	1.686934506
3.928199984	1.197808841
3.984710044	0.893336654
3.878973758	1.456279587
3.998245985	0.831019503
3.920036095	1.014365446
3.848033324	1.565444667
4.022730561	-0.084795035
3.853591964	1.594964641
3.962636769	0.926499358
3.995339331	0.882548317
3.870526488	1.370494211
3.99337201	0.554496015
3.996023486	1.479777835
3.976205878	1.042470319
4.016964422	0.709532733
3.982342308	0.873939711
3.90186549	1.269136704
3.958691211	0.272151637
4.025556137	0.649707545
3.979668467	1.106404689
4.051138477	0.51610663
4.002285712	1.651385878
4.003631546	1.435758622
3.979494831	1.053551018
3.999482659	0.835316714
4.175778405	0.749609994
4.015588821	0.80988867
4.017029321	0.815243972
4.183486384	-0.024165457
4.007907466	0.806985796
4.045746574	0.702078869
4.132774108	0.039399977
4.004071644	1.435823877
4.007604513	1.642237417
4.141661092	0.053473646
4.134676636	0.096521775
4.016352006	0.735527407
4.181555943	-0.09379041
4.141020463	0.870428156
4.018466457	2.069668721
